Property_ID,City,Locality,Property_Type,BHK,Bathrooms,Super_Builtup_Area_sqft,Carpet_Area_sqft,Floor,Total_Floors,Property_Age,Furnishing,Parking,Distance_to_Metro_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,House_Price_INR
7246,Kolkata,Ballygunge,Apartment,3,4,3909,3369,14,18,24,Semi-Furnished,3,5.7,1,10,6,23090489
7247,Bengaluru,Whitefield,Apartment,4,5,3387,2785,2,31,5,Furnished,0,11.9,2,8,8,47948178
7248,Ahmedabad,Satellite,Villa,6,7,1771,1587,10,27,23,Semi-Furnished,2,12.2,2,5,8,24990569
7249,Pune,Wakad,Apartment,6,6,618,534,21,27,19,Furnished,3,5.7,4,7,10,6392276
7250,Mumbai,Bandra,Villa,5,5,3684,3005,5,28,24,Semi-Furnished,0,19.8,2,3,10,84178609
7251,Chennai,Adyar,Apartment,5,5,1982,1850,26,37,16,Unfurnished,1,5.2,4,8,1,17250565
7252,Chennai,Adyar,Apartment,2,2,1993,1739,7,20,23,Unfurnished,0,1.1,4,8,5,12435378
7253,Kolkata,New Town,Builder Floor,4,3,1526,1404,14,32,15,Unfurnished,0,12.4,1,3,1,12706056
7254,Pune,Hinjewadi,Independent House,6,7,713,576,30,40,30,Unfurnished,1,2.7,1,3,5,8759248
7255,Ahmedabad,Bopal,Builder Floor,2,2,2131,1628,8,38,16,Furnished,3,15.0,1,7,10,19582484
7256,Hyderabad,Kukatpally,Apartment,6,6,920,790,10,36,27,Unfurnished,1,10.9,2,3,8,8575797
7257,Delhi,Dwarka,Apartment,2,1,3636,2967,24,25,16,Semi-Furnished,2,11.9,7,4,8,36928848
7258,Mumbai,Bandra,Apartment,1,1,3089,2424,26,27,24,Furnished,0,13.3,6,9,1,33425204
7259,Bengaluru,Electronic City,Villa,4,5,3581,2910,17,19,26,Unfurnished,2,18.0,9,6,1,52192295
7260,Pune,Kharadi,Apartment,1,2,2095,1704,8,39,26,Semi-Furnished,1,10.4,6,3,2,13749148
7261,Delhi,Dwarka,Independent House,3,4,935,797,0,15,7,Semi-Furnished,0,0.9,2,3,8,19711624
7262,Kolkata,Salt Lake,Villa,3,2,3246,2825,10,31,16,Semi-Furnished,3,9.3,7,3,2,38508133
7263,Chennai,Anna Nagar,Apartment,6,6,4014,3626,19,34,15,Unfurnished,3,2.3,6,8,5,40076898
7264,Ahmedabad,Navrangpura,Builder Floor,3,2,1201,1084,8,29,16,Unfurnished,0,11.0,2,9,6,10201567
7265,Delhi,Rohini,Apartment,5,5,858,784,3,4,8,Unfurnished,0,12.1,6,8,9,11432566
7266,Chennai,Adyar,Villa,6,7,2161,1758,27,28,7,Unfurnished,2,10.6,3,8,3,39173172
7267,Pune,Baner,Apartment,2,3,3373,2869,3,8,0,Semi-Furnished,3,11.2,2,9,8,34683385
7268,Mumbai,Borivali,Villa,3,3,3468,2718,7,31,14,Furnished,2,8.0,3,1,3,94338940
7269,Bengaluru,HSR Layout,Apartment,3,2,1292,1132,19,37,30,Furnished,2,13.4,9,5,8,11831649
7270,Mumbai,Borivali,Apartment,4,4,3775,2844,2,25,5,Furnished,3,14.5,2,4,10,69506558
7271,Chennai,OMR,Apartment,5,5,1934,1628,2,5,5,Unfurnished,2,3.3,1,7,9,19204392
7272,Mumbai,Borivali,Apartment,4,3,1297,1115,24,32,14,Unfurnished,2,4.7,8,2,2,18331090
7273,Bengaluru,Indiranagar,Apartment,4,3,1649,1391,21,40,4,Unfurnished,0,16.0,4,9,9,21390793
7274,Hyderabad,Madhapur,Apartment,5,4,2784,2361,5,15,7,Semi-Furnished,0,17.2,9,2,5,29888715
7275,Mumbai,Bandra,Independent House,4,4,2732,2143,24,29,15,Unfurnished,0,5.2,9,5,7,62709956
7276,Chennai,OMR,Apartment,4,3,1543,1396,11,21,5,Semi-Furnished,3,13.7,4,4,1,14361314
7277,Bengaluru,Electronic City,Villa,1,1,3537,3209,18,31,13,Semi-Furnished,3,2.1,5,7,10,59228140
7278,Ahmedabad,SG Highway,Apartment,2,3,3815,3177,20,22,23,Unfurnished,2,4.7,10,3,1,20514672
7279,Hyderabad,Gachibowli,Apartment,5,5,2913,2420,29,35,3,Furnished,3,6.4,4,5,3,37548246
7280,Delhi,Dwarka,Apartment,4,4,2897,2465,20,26,23,Furnished,0,2.4,8,3,3,34105453
7281,Kolkata,Salt Lake,Villa,1,2,1671,1582,20,36,16,Unfurnished,1,4.7,8,4,3,15628106
7282,Bengaluru,HSR Layout,Apartment,3,3,3018,2833,10,35,13,Semi-Furnished,2,0.3,8,9,7,36177637
7283,Ahmedabad,SG Highway,Apartment,1,2,2694,2490,20,23,2,Semi-Furnished,1,16.2,7,10,9,21598553
7284,Delhi,Saket,Apartment,2,2,3814,2935,25,36,21,Semi-Furnished,3,7.0,1,1,10,37346862
7285,Ahmedabad,SG Highway,Independent House,5,4,3216,2459,19,28,6,Unfurnished,1,5.9,4,9,8,46596377
7286,Hyderabad,Kondapur,Apartment,5,4,1899,1675,6,33,19,Semi-Furnished,3,7.2,6,10,5,17236031
7287,Chennai,Anna Nagar,Apartment,2,3,3461,2705,24,28,25,Semi-Furnished,1,18.4,9,8,10,23998436
7288,Mumbai,Bandra,Apartment,1,1,1876,1647,24,26,7,Semi-Furnished,0,13.5,2,7,5,25142449
7289,Hyderabad,Gachibowli,Apartment,6,6,2686,2148,7,13,26,Unfurnished,0,14.2,1,7,10,24440224
7290,Pune,Hinjewadi,Apartment,6,6,3291,2895,18,24,0,Furnished,0,10.5,10,1,1,43437054
7291,Mumbai,Andheri,Apartment,2,2,4469,3522,3,13,25,Furnished,0,13.9,8,3,8,45530637
7292,Mumbai,Andheri,Apartment,6,5,3720,3353,2,15,11,Unfurnished,1,7.4,1,6,4,60081049
7293,Hyderabad,Kondapur,Apartment,5,5,1992,1638,24,30,0,Unfurnished,2,4.8,7,1,5,22809114
7294,Delhi,Dwarka,Apartment,6,6,669,576,25,26,24,Semi-Furnished,0,6.1,6,2,3,7256007
7295,Ahmedabad,Satellite,Apartment,4,4,1744,1619,15,39,7,Semi-Furnished,3,17.0,1,10,3,14428142
7296,Chennai,Anna Nagar,Apartment,5,6,3920,3400,26,28,20,Unfurnished,2,10.5,2,4,5,31761678
7297,Pune,Wakad,Villa,1,1,2918,2235,17,26,13,Unfurnished,3,14.1,7,8,2,34253463
7298,Mumbai,Andheri,Apartment,5,5,814,756,24,28,5,Semi-Furnished,0,5.5,4,10,10,14581753
7299,Bengaluru,Electronic City,Independent House,4,5,2869,2264,3,34,6,Furnished,2,3.0,1,4,6,59429804
7300,Bengaluru,Electronic City,Villa,2,2,2562,2142,13,21,12,Unfurnished,2,18.1,4,5,7,46143139
7301,Hyderabad,Madhapur,Independent House,6,5,2122,1815,5,24,25,Unfurnished,0,11.8,6,4,4,26018814
7302,Chennai,Adyar,Apartment,2,2,1087,986,26,27,11,Semi-Furnished,1,4.7,7,6,7,8770943
7303,Delhi,Dwarka,Apartment,2,2,520,486,14,16,5,Unfurnished,3,10.3,7,9,10,5891574
7304,Mumbai,Andheri,Apartment,4,4,2971,2679,25,28,8,Semi-Furnished,0,17.7,7,4,10,49501299
7305,Kolkata,Alipore,Apartment,2,2,3175,2974,20,31,5,Unfurnished,0,2.6,7,9,4,22443213
7306,Delhi,Vasant Kunj,Independent House,3,3,680,521,25,39,2,Furnished,0,16.8,7,6,2,11653735
7307,Kolkata,Ballygunge,Apartment,5,4,3019,2737,9,37,15,Semi-Furnished,0,17.8,5,10,3,23593922
7308,Hyderabad,Gachibowli,Apartment,3,3,971,847,29,36,4,Furnished,0,12.7,2,9,2,11086518
7309,Bengaluru,HSR Layout,Villa,5,5,2753,2402,1,6,0,Furnished,3,9.2,1,8,4,74940608
7310,Pune,Wakad,Villa,2,2,3597,3303,3,14,17,Unfurnished,3,15.2,8,9,5,44063062
7311,Delhi,Vasant Kunj,Independent House,5,6,4176,3252,14,24,24,Unfurnished,2,7.7,4,7,7,65061591
7312,Ahmedabad,Bopal,Apartment,2,2,4214,3398,12,38,14,Unfurnished,1,1.9,9,3,2,25479154
7313,Bengaluru,Whitefield,Apartment,5,5,2913,2601,22,26,21,Unfurnished,1,16.9,1,3,6,29922862
7314,Bengaluru,HSR Layout,Builder Floor,3,2,1934,1676,27,29,18,Furnished,2,10.1,1,10,3,22438916
7315,Ahmedabad,Satellite,Apartment,3,3,4324,3416,19,32,15,Furnished,0,19.2,4,6,8,31571068
7316,Bengaluru,Electronic City,Villa,1,1,1158,1002,2,8,2,Furnished,3,10.7,7,10,9,27066917
7317,Mumbai,Powai,Independent House,3,2,2269,1933,26,40,1,Furnished,2,0.6,1,10,3,59337302
7318,Bengaluru,Electronic City,Builder Floor,2,3,4475,3746,28,33,27,Semi-Furnished,2,17.9,4,1,1,42431856
7319,Kolkata,Salt Lake,Apartment,1,1,3338,3117,9,33,12,Furnished,2,5.3,4,4,6,23255017
7320,Chennai,Velachery,Apartment,4,3,3768,3416,8,29,28,Unfurnished,0,5.6,8,4,8,23965632
7321,Bengaluru,HSR Layout,Apartment,5,4,903,679,15,36,8,Furnished,2,16.3,6,4,2,12832301
7322,Bengaluru,HSR Layout,Villa,6,7,747,575,17,21,16,Unfurnished,1,18.2,6,5,4,15256650
7323,Delhi,Dwarka,Independent House,4,4,959,785,14,34,28,Furnished,2,8.3,6,8,7,15061197
7324,Delhi,Rohini,Apartment,2,2,2582,2047,4,37,5,Furnished,1,18.4,10,7,2,31408776
7325,Pune,Kharadi,Apartment,3,4,1075,915,13,18,6,Unfurnished,1,8.9,7,8,10,10485240
7326,Kolkata,Salt Lake,Builder Floor,3,3,797,742,6,14,28,Unfurnished,3,11.8,5,7,3,5102305
7327,Hyderabad,Kukatpally,Villa,4,3,1903,1427,2,22,7,Semi-Furnished,2,14.8,3,1,5,37495827
7328,Chennai,OMR,Apartment,3,3,1549,1466,25,36,12,Unfurnished,3,4.0,3,2,7,13405875
7329,Hyderabad,Gachibowli,Apartment,1,2,1388,1263,21,32,20,Semi-Furnished,0,1.9,4,4,3,8885222
7330,Chennai,Anna Nagar,Villa,6,6,661,511,30,39,9,Unfurnished,1,19.4,2,9,9,12064832
7331,Kolkata,Salt Lake,Builder Floor,1,1,3970,3170,15,23,29,Unfurnished,2,9.1,1,1,2,23405269
7332,Bengaluru,Electronic City,Apartment,2,1,606,545,24,30,19,Furnished,0,12.5,3,9,9,6377766
7333,Bengaluru,Whitefield,Apartment,3,3,599,514,12,32,30,Semi-Furnished,0,10.1,6,10,5,5375072
7334,Bengaluru,Electronic City,Apartment,2,2,928,776,5,40,16,Unfurnished,0,19.2,9,2,7,8759876
7335,Delhi,Vasant Kunj,Apartment,1,1,1153,969,7,26,26,Semi-Furnished,3,2.7,6,4,9,9726720
7336,Chennai,Velachery,Apartment,3,3,3565,2714,0,12,3,Unfurnished,3,17.6,1,4,4,32207992
7337,Kolkata,Alipore,Villa,3,2,572,529,5,21,14,Semi-Furnished,1,18.3,10,6,2,6710051
7338,Mumbai,Andheri,Apartment,2,1,1215,1103,4,39,4,Furnished,0,12.1,3,7,5,17634020
7339,Bengaluru,HSR Layout,Apartment,4,4,1648,1327,16,29,24,Furnished,1,12.1,9,8,8,17869653
7340,Delhi,Saket,Apartment,1,1,3620,3320,28,30,28,Semi-Furnished,0,15.4,4,6,7,28721777
7341,Bengaluru,Whitefield,Apartment,3,2,2857,2653,17,25,22,Semi-Furnished,2,2.8,6,7,2,25653966
7342,Delhi,Rohini,Apartment,4,5,2503,1943,14,15,14,Unfurnished,2,1.8,3,6,7,30210310
7343,Chennai,OMR,Independent House,1,1,1959,1774,5,28,28,Furnished,3,13.3,8,1,1,18236013
7344,Bengaluru,HSR Layout,Apartment,2,2,2678,2434,18,31,23,Semi-Furnished,1,15.9,4,4,7,21605326
7345,Hyderabad,Kondapur,Apartment,4,4,1489,1311,6,25,5,Semi-Furnished,1,12.6,3,9,10,16205547
7346,Ahmedabad,SG Highway,Apartment,4,4,4295,3408,21,33,11,Semi-Furnished,3,4.3,3,5,1,32396497
7347,Hyderabad,Kukatpally,Apartment,5,5,4483,4176,10,12,20,Furnished,2,15.3,3,1,7,44109948
7348,Hyderabad,Madhapur,Apartment,4,5,3028,2768,8,17,0,Semi-Furnished,2,18.7,8,10,9,32783727
7349,Hyderabad,Madhapur,Independent House,6,7,1108,1000,6,8,5,Furnished,0,18.0,4,6,6,20853881
7350,Kolkata,Salt Lake,Apartment,2,1,3014,2361,25,39,23,Semi-Furnished,3,5.4,7,7,1,17677292
7351,Pune,Baner,Apartment,2,2,3457,3207,29,33,25,Semi-Furnished,2,9.0,9,9,5,22159257
7352,Delhi,Saket,Villa,3,2,1974,1720,20,32,0,Unfurnished,2,15.6,4,5,6,44925913
7353,Mumbai,Powai,Villa,6,6,1479,1365,30,36,22,Semi-Furnished,3,8.5,6,8,3,38530932
7354,Bengaluru,HSR Layout,Independent House,2,3,3718,3055,18,31,10,Furnished,1,13.3,6,7,1,63512245
7355,Delhi,Dwarka,Apartment,4,3,539,437,18,35,29,Unfurnished,1,5.6,10,10,7,5235619
7356,Kolkata,Alipore,Apartment,3,3,1031,898,13,24,15,Furnished,1,5.2,5,9,10,8551644
7357,Kolkata,Alipore,Independent House,3,3,1548,1392,1,27,11,Semi-Furnished,3,13.5,2,5,5,16949799
7358,Chennai,Anna Nagar,Villa,5,5,1574,1352,19,23,11,Unfurnished,0,8.8,6,4,5,26345596
7359,Hyderabad,Kukatpally,Apartment,1,1,2757,2472,25,39,16,Unfurnished,0,19.4,1,8,10,18209486
7360,Mumbai,Powai,Independent House,5,5,1738,1340,9,22,18,Semi-Furnished,2,3.9,3,6,7,44549256
7361,Bengaluru,HSR Layout,Apartment,6,6,3590,2694,28,32,11,Unfurnished,0,7.0,4,3,8,45311189
7362,Kolkata,New Town,Apartment,6,6,4338,3601,5,20,4,Furnished,0,10.9,7,2,6,47642922
7363,Bengaluru,HSR Layout,Apartment,1,1,1270,1003,26,32,24,Furnished,3,6.5,4,6,8,11806628
7364,Ahmedabad,Satellite,Apartment,1,1,2967,2276,1,31,14,Furnished,3,7.3,8,5,1,18995833
7365,Hyderabad,Kukatpally,Independent House,6,5,1242,1006,2,8,1,Unfurnished,3,13.6,3,6,7,24281319
7366,Hyderabad,Kukatpally,Apartment,4,4,2603,2166,13,14,6,Semi-Furnished,2,9.8,8,1,8,29568022
7367,Kolkata,Salt Lake,Apartment,1,1,3377,2755,2,13,3,Furnished,3,14.4,7,2,4,27111869
7368,Ahmedabad,Navrangpura,Apartment,2,2,3284,3101,17,31,11,Semi-Furnished,2,7.3,2,3,9,23379509
7369,Pune,Baner,Apartment,3,4,1519,1252,22,30,26,Unfurnished,0,13.8,8,9,8,9660008
7370,Chennai,Adyar,Apartment,6,7,1320,1164,18,27,4,Unfurnished,3,15.4,2,2,8,14453745
7371,Hyderabad,Madhapur,Apartment,2,1,4264,3856,21,33,30,Furnished,1,15.0,6,10,3,28785874
7372,Bengaluru,Whitefield,Apartment,5,4,2258,2025,17,23,21,Furnished,1,4.3,3,10,5,27436171
7373,Delhi,Saket,Builder Floor,1,1,3953,3342,10,14,20,Unfurnished,0,6.7,8,8,6,38501124
7374,Chennai,Adyar,Apartment,1,1,527,447,3,14,6,Semi-Furnished,3,12.1,3,4,10,3941099
7375,Ahmedabad,Navrangpura,Villa,5,5,2178,1741,23,39,3,Furnished,3,18.9,1,9,9,42949376
7376,Bengaluru,Indiranagar,Independent House,1,1,4263,3498,7,40,5,Semi-Furnished,1,18.0,2,3,6,69796973
7377,Hyderabad,Kukatpally,Apartment,4,4,2274,1895,9,33,16,Furnished,0,15.0,8,1,9,23972839
7378,Kolkata,New Town,Apartment,1,2,799,677,7,31,3,Furnished,1,9.1,1,9,8,6360102
7379,Mumbai,Bandra,Apartment,1,2,4209,3827,5,39,13,Furnished,1,5.6,8,6,5,57550128
7380,Mumbai,Andheri,Independent House,2,1,1605,1463,15,21,28,Unfurnished,3,19.1,9,9,7,23785367
7381,Delhi,Vasant Kunj,Apartment,2,2,1353,1153,24,39,26,Furnished,0,11.0,10,6,3,12808482
7382,Mumbai,Andheri,Villa,6,6,3037,2874,20,22,27,Unfurnished,0,14.5,9,8,2,69157551
7383,Delhi,Rohini,Villa,6,7,2131,1629,17,21,28,Furnished,1,10.6,4,2,1,42931996
7384,Hyderabad,Gachibowli,Apartment,5,4,556,512,7,28,30,Semi-Furnished,3,6.4,3,4,2,4130059
7385,Kolkata,Alipore,Apartment,2,2,4308,3233,20,40,28,Unfurnished,1,11.1,8,3,10,21509919
7386,Hyderabad,Gachibowli,Villa,2,1,2070,1632,20,40,0,Unfurnished,2,14.8,9,7,4,34644697
7387,Hyderabad,Kukatpally,Independent House,6,6,2803,2553,10,24,17,Furnished,1,5.6,1,8,9,49451701
7388,Pune,Wakad,Villa,6,6,3755,2906,4,17,18,Furnished,0,11.7,9,3,7,75038968
7389,Hyderabad,Gachibowli,Apartment,5,5,3299,2477,21,25,27,Unfurnished,1,4.7,2,7,7,27325057
7390,Hyderabad,Madhapur,Apartment,5,6,3262,2823,0,21,21,Unfurnished,3,2.0,6,7,6,30738731
7391,Delhi,Rohini,Apartment,1,1,2490,2105,27,39,10,Semi-Furnished,0,16.4,5,5,2,24965433
7392,Hyderabad,Gachibowli,Independent House,4,5,3359,2571,5,13,6,Semi-Furnished,1,8.9,1,10,3,52664636
7393,Chennai,OMR,Villa,6,6,4387,4165,30,33,5,Semi-Furnished,3,9.6,1,2,6,86118406
7394,Mumbai,Andheri,Villa,2,3,2234,1964,1,37,7,Furnished,0,17.2,8,8,3,58345130
7395,Mumbai,Andheri,Villa,3,3,3315,3087,3,28,28,Unfurnished,3,3.2,10,7,10,67575279
7396,Hyderabad,Kukatpally,Apartment,3,3,3007,2380,5,19,19,Semi-Furnished,0,19.4,8,10,5,21616269
7397,Kolkata,New Town,Apartment,4,5,4042,3092,30,39,18,Unfurnished,2,8.0,7,2,4,28715305
7398,Bengaluru,Electronic City,Apartment,5,4,3430,3037,23,39,6,Furnished,2,3.9,5,10,3,51249479
7399,Pune,Baner,Apartment,2,2,1045,836,2,27,12,Unfurnished,3,15.2,9,8,3,8035878
7400,Pune,Hinjewadi,Apartment,3,3,3064,2339,8,13,17,Unfurnished,1,3.1,7,8,4,25742890
7401,Chennai,Anna Nagar,Independent House,4,4,2316,1995,20,39,27,Unfurnished,1,8.0,5,10,6,23454100
7402,Kolkata,Alipore,Apartment,6,6,1210,914,2,17,6,Unfurnished,1,2.4,4,4,8,11706669
7403,Hyderabad,Kukatpally,Apartment,1,1,3946,3203,3,31,7,Furnished,0,14.4,4,4,10,36755802
7404,Hyderabad,Madhapur,Apartment,1,1,809,696,26,32,21,Furnished,1,11.0,8,7,4,5887241
7405,Bengaluru,HSR Layout,Apartment,1,2,3670,3095,23,37,22,Semi-Furnished,0,2.1,3,7,9,29499735
7406,Hyderabad,Gachibowli,Apartment,6,6,2937,2774,25,32,0,Unfurnished,0,5.5,8,10,4,39176101
7407,Hyderabad,Kukatpally,Apartment,3,3,4397,3664,3,5,20,Semi-Furnished,2,2.5,6,2,4,35442054
7408,Mumbai,Borivali,Villa,5,5,1941,1584,9,22,2,Furnished,0,14.6,7,2,6,73187549
7409,Hyderabad,Madhapur,Villa,5,6,4183,3232,3,33,7,Furnished,1,6.8,4,10,8,87021764
7410,Delhi,Dwarka,Apartment,6,6,3766,3315,6,24,6,Unfurnished,2,12.9,1,1,7,57858463
7411,Hyderabad,Gachibowli,Independent House,1,2,1419,1209,18,39,8,Furnished,1,10.0,3,5,3,19757708
7412,Delhi,Saket,Independent House,4,3,2975,2793,27,38,3,Unfurnished,2,5.4,1,7,10,62481234
7413,Pune,Wakad,Apartment,5,4,2870,2268,22,35,11,Unfurnished,3,13.7,2,5,8,28361997
7414,Ahmedabad,Navrangpura,Apartment,5,4,1636,1311,0,40,4,Furnished,3,15.4,9,9,5,17180747
7415,Delhi,Dwarka,Apartment,1,2,3355,2589,23,25,16,Semi-Furnished,1,17.5,6,2,7,33982750
7416,Pune,Baner,Apartment,3,3,1422,1240,20,39,20,Furnished,0,17.1,1,4,8,11155345
7417,Hyderabad,Gachibowli,Apartment,3,2,847,752,6,27,24,Semi-Furnished,1,9.5,8,2,3,6533748
7418,Bengaluru,Whitefield,Villa,5,5,1806,1712,11,31,9,Unfurnished,2,0.4,2,9,2,38242341
7419,Kolkata,Ballygunge,Apartment,2,3,3327,2503,26,35,30,Unfurnished,1,19.2,9,4,3,14785073
7420,Mumbai,Andheri,Villa,4,4,2580,2278,20,22,27,Unfurnished,1,5.0,9,4,8,54792552
7421,Hyderabad,Madhapur,Apartment,1,1,3353,2973,30,33,5,Furnished,2,13.7,4,1,5,30471602
7422,Delhi,Dwarka,Apartment,5,4,1683,1485,11,28,24,Unfurnished,1,18.9,1,9,7,17173666
7423,Ahmedabad,Satellite,Builder Floor,6,6,2324,1965,18,27,11,Semi-Furnished,3,3.8,5,2,3,24298272
7424,Mumbai,Bandra,Independent House,6,6,2816,2494,21,36,21,Furnished,1,18.1,7,6,6,72895556
7425,Mumbai,Bandra,Builder Floor,6,7,3781,3177,3,30,28,Furnished,2,10.5,9,5,9,63685783
7426,Delhi,Vasant Kunj,Builder Floor,5,6,1592,1505,11,14,11,Unfurnished,0,5.8,4,2,4,24600625
7427,Bengaluru,Indiranagar,Villa,6,5,3066,2587,14,21,1,Unfurnished,0,15.2,6,6,5,76837736
7428,Hyderabad,Gachibowli,Apartment,3,4,1605,1257,6,36,22,Furnished,2,3.0,5,6,9,13837609
7429,Bengaluru,Indiranagar,Independent House,6,5,3514,3102,8,21,7,Unfurnished,1,3.7,3,3,3,71370568
7430,Hyderabad,Gachibowli,Villa,6,7,2061,1816,5,26,14,Semi-Furnished,2,19.5,5,10,2,34983526
7431,Bengaluru,Indiranagar,Apartment,2,2,3555,2742,11,40,8,Semi-Furnished,3,2.7,8,6,8,39914629
7432,Mumbai,Borivali,Independent House,4,5,1264,1126,14,26,20,Furnished,3,5.8,4,5,7,27338136
7433,Bengaluru,Whitefield,Apartment,2,2,857,644,8,36,6,Furnished,2,7.3,9,7,1,10180169
7434,Mumbai,Powai,Apartment,3,4,871,695,24,39,7,Semi-Furnished,0,10.4,1,5,1,12062389
7435,Pune,Hinjewadi,Apartment,4,4,4360,3630,27,39,5,Semi-Furnished,2,14.3,3,1,4,43447220
7436,Ahmedabad,Navrangpura,Apartment,5,5,630,481,29,36,29,Semi-Furnished,2,9.7,3,9,6,4190277
7437,Kolkata,Alipore,Villa,5,4,3201,2541,3,30,9,Furnished,2,3.8,2,7,6,53498103
7438,Kolkata,Salt Lake,Villa,6,6,3798,3254,25,37,26,Furnished,2,6.0,9,3,8,54706622
7439,Pune,Wakad,Apartment,1,2,1632,1401,12,35,15,Furnished,0,17.5,1,2,5,11581983
7440,Bengaluru,Whitefield,Apartment,3,2,2310,1976,22,33,28,Semi-Furnished,3,7.3,9,6,2,19726308
7441,Ahmedabad,Bopal,Independent House,6,6,1977,1612,18,40,6,Furnished,2,1.6,1,6,3,35115839
7442,Kolkata,New Town,Independent House,1,1,3453,2854,2,12,5,Furnished,2,12.8,4,3,1,41309609
7443,Hyderabad,Gachibowli,Villa,6,7,1387,1189,0,9,17,Furnished,1,19.6,8,9,7,28164811
7444,Bengaluru,Indiranagar,Villa,2,1,4353,3300,21,25,30,Semi-Furnished,0,0.4,3,7,6,62909665
7445,Bengaluru,Whitefield,Apartment,4,5,924,763,8,39,20,Unfurnished,1,16.0,6,4,10,8458068
7446,Chennai,Velachery,Apartment,3,2,657,558,15,37,24,Semi-Furnished,0,9.0,3,1,8,5137028
7447,Bengaluru,HSR Layout,Apartment,2,3,1314,1171,0,13,21,Furnished,0,0.6,3,2,4,13291749
7448,Mumbai,Borivali,Apartment,2,1,2200,1752,24,40,9,Semi-Furnished,0,2.5,4,7,4,29648651
7449,Bengaluru,Electronic City,Villa,4,5,1632,1284,8,21,13,Furnished,0,12.9,2,4,3,37918720
7450,Kolkata,Ballygunge,Builder Floor,2,2,1890,1600,12,39,21,Furnished,0,1.1,1,9,5,14460757
7451,Chennai,Adyar,Apartment,3,3,1348,1105,17,31,1,Unfurnished,1,13.4,6,9,6,12286490
7452,Bengaluru,Whitefield,Apartment,1,1,864,705,19,30,20,Furnished,1,12.6,9,7,7,8024702
7453,Mumbai,Powai,Builder Floor,4,4,1940,1675,6,25,16,Unfurnished,2,8.1,7,4,8,31332978
7454,Chennai,Velachery,Builder Floor,1,1,3192,3007,1,14,16,Furnished,3,8.4,6,1,8,31660671
7455,Hyderabad,Kondapur,Builder Floor,3,3,2636,2370,23,40,8,Semi-Furnished,1,0.2,8,2,3,29051906
7456,Chennai,Anna Nagar,Independent House,3,3,799,723,30,34,22,Unfurnished,3,15.4,5,3,1,7546202
7457,Bengaluru,Whitefield,Independent House,6,5,2600,2306,20,30,28,Furnished,1,17.3,9,4,3,40155457
7458,Delhi,Rohini,Apartment,2,1,2858,2683,26,27,2,Semi-Furnished,3,7.4,8,9,10,37930533
7459,Bengaluru,HSR Layout,Builder Floor,5,4,3361,3089,29,38,10,Unfurnished,3,11.2,10,5,3,46670107
7460,Kolkata,New Town,Apartment,6,5,2596,2028,20,31,6,Unfurnished,0,3.6,10,3,4,21738242
7461,Mumbai,Borivali,Independent House,3,4,2289,2037,10,23,20,Unfurnished,0,18.7,2,9,3,37861432
7462,Bengaluru,Electronic City,Apartment,5,5,3182,2686,22,38,28,Unfurnished,2,1.9,10,8,4,29586541
7463,Kolkata,Alipore,Apartment,4,4,2258,1742,21,23,18,Semi-Furnished,2,13.6,6,9,5,14741656
7464,Bengaluru,Whitefield,Apartment,5,5,1632,1290,8,10,11,Furnished,0,8.8,2,8,5,21221281
7465,Delhi,Dwarka,Independent House,4,3,2508,2327,23,25,24,Unfurnished,2,16.5,6,7,6,39849713
7466,Delhi,Vasant Kunj,Apartment,6,6,3513,2966,19,40,2,Furnished,3,15.3,9,5,8,59794141
7467,Mumbai,Andheri,Apartment,3,2,2572,2381,21,28,4,Unfurnished,3,14.3,4,9,6,38177168
7468,Ahmedabad,Bopal,Villa,6,6,1158,948,29,35,26,Unfurnished,1,15.8,2,8,4,13709545
7469,Mumbai,Andheri,Villa,6,5,1419,1299,13,31,26,Unfurnished,0,1.2,4,7,10,35465912
7470,Pune,Baner,Apartment,2,3,731,571,12,33,15,Unfurnished,0,6.9,9,2,10,5882111
7471,Hyderabad,Gachibowli,Villa,3,3,3792,3491,8,33,14,Unfurnished,2,12.5,4,2,7,60940242
7472,Delhi,Rohini,Independent House,6,7,4439,3394,26,36,8,Furnished,0,11.8,5,9,10,109581586
7473,Pune,Baner,Apartment,3,3,2385,2244,17,34,7,Semi-Furnished,0,13.3,3,6,5,20752991
7474,Chennai,Adyar,Apartment,5,4,4181,3640,25,33,25,Semi-Furnished,2,7.5,6,7,8,37045243
7475,Chennai,Velachery,Apartment,3,2,2895,2176,19,31,26,Semi-Furnished,2,13.0,5,5,1,18888356
7476,Ahmedabad,Satellite,Apartment,3,2,3022,2564,3,35,26,Unfurnished,0,10.9,3,4,2,17837023
7477,Mumbai,Andheri,Apartment,1,1,3365,2617,21,39,14,Furnished,3,15.6,3,3,7,39056234
7478,Pune,Baner,Apartment,2,3,2430,2269,27,32,7,Furnished,0,14.1,7,3,2,22461025
7479,Delhi,Rohini,Builder Floor,3,2,3170,2679,13,24,17,Semi-Furnished,1,11.2,7,4,7,44693903
7480,Pune,Baner,Builder Floor,3,4,2442,1886,0,34,12,Semi-Furnished,0,8.2,5,8,3,24864960
7481,Bengaluru,Indiranagar,Villa,1,1,3631,2813,10,21,22,Unfurnished,0,16.7,10,1,3,46364291
